Comment,Sentiment
Couldnt gone for a better name but seems cool nonetheless,2
Well this definitely… looks…… yup it definitely…. Looks,1
FINALLY! Ive been waiting for this for a while,2
Kelvin Harrison Jr. as TakaLooks like theyre using Scars real name here.,1
I have no idea what is happening and Im scared as fuck. Sign me in!,2
"If u think a man can become a woman, youre",0
Always excited for Hunter and what they do in their work. Theyre also in the new Yorgos film with Emma Stones. Good things are coming Hunters way after Euphoria.,2
These seats slap,1
"this look amazing , i love it. like sons of anarchy",2
About time,2
I cant to find out about this rope,2
Thank you to the trailer maker who respected the audiences attention spans by not putting THE MOST EXTREME ACTION five seconds before the trailer even started.,2
My favorite novel of all time.  If they mess this up I will not forgive them.,2
Looks good but theres alot of women in the cast and only 2 men.Knowing recent times its likely alot more effort went into the representation and woke trash that is now a standard for latest films.Dont be surprised if some African American lady ends up saving the day and defeating the evil white man and saving the daughter and riding off into the sunset together...,2
Love it.,2
please invent some kind of mask that can protect your mouth from alien thing....,1
I really cant believe its Colin Farrell; I find it hard to comprehend how he could act in such a different way.,2
Will Batman show up??,1
This made miss Sons of Anarchy soo badly,0
"Helen Hunt should be in this movie even for a small role , that would have been exciting.",2
"It absolutely disgusts me that this movie exists and now I feel more than validated with the release of this trailer.The plot sounds exactly the same as the first movie, updated to include 21st century meteorological terminology and weather chasing equipment. The CGI tornadoes look LIKE COMPLETE SHIT compared to the original films. NONE OF THE CAST ARE RETURNING. And the worst thing is, Ill probably STILL see it in theaters because goddamn it: its the sequel to my absolute favorite movie on the planet, and I love natural disaster films.RIP BILL PAXTON. RIP PHILIP S. HOFFMAN.",0
this is one trippy bushcraft survival movie.,2
"This is going to be good. Cumberbatch, Mystery, weirdness and great cinematography. The shots work and many make me curious for more.",2
I simply think is foolish to try to adapt this novel into a movie or series Heck! I even think that it is only truly enjoyable to read it in Spanish So much gets lost when translating it into another language or medium,0
I bet this woke and inclusive and diverse Holywood will cast a man this time as main character after decades of Riplay and Dr Elizabeth Shaw playing main role.. Oh wait.. forgot it works only one way round..,1
This movie is proof that Austin Butler NEEDS to play Johnny Blaze.,1
i hope gunn will not touch this universe after what he did with other one.,2
I was not expecting a cartoon version:crying_face:,0
"Looks great, and low budget, but still wouldnt predict it can recoup that budget. Premise seems unrelateable",0
:face_with_symbols_on_mouth: tf gave away the entire movie,0
"Um...never have I ever not finished a trailer because it was too scary. But uh that bike scene, couldnt take it lol!",0
Incredible.:red_heart:,2
"The book shown in the beginning of trailer was written in Sanskrit, which is an ancient indian language. So Im just curious to know if it has any ties with Indian culture or anything",1
"This cast is stacked, cant wait for this movie to finally be released!",2
idk why but after seeing Benedict Cumberbatch doing an American accent I was like I gotta watch it,2
Looking forward to it,2
Im a little skeptical. The original Twister is a classic. I do see they put Dorothy sensors in this. IDK. Well see.,1
I bet theyre a taken a page out of the sopranos??? That would be awesome!,2
One of the most interesting books Ive ever read. Be interesting to see how it translates to cinema,2
"For some reason, Hardy and Butler keep making me think of Clay and Jax from Sons of Anarchy. Even the dialogue The club is changing........:face_savoring_food::see-no-evil_monkey::speak-no-evil_monkey:",1
I cant waittttttt:red_heart::smiling_face_with_smiling_eyes:,2
why,0
These seats SLAP,1
What a trailer. Does the writing justice.,2
Seeing this bitch in theaters baby,2
"I was 10 going on 11 when the first one came out in theaters back in 96 and I doubt that this is going to fill me with the same sense of awe and wonder that that film did. I even went on the Twister ride at Universal Studios in Orlando and had one of those swirly water tornado in a glass paperweights, thats how much the first one got me so invested in tornadoes at such a young age!",1
"fu ck me, have to go to the theater for this one, bad or good, dont even care.",2
Perhaps its time to re-read One Hundred Years of Solitude. What an imagination! Edit: :butterfly:,2
Magical realism of Marquez comes alive,2
Ahh another poor cash grab by Disney cool....,0
LOL Colin doing his best DeNiro impression.,1
He always playing someone creepy:face_with_tears_of_joy:,1
I bet that who ever hes talking to in this trailer in neither Batman or Gordon,1
"No way, is that Greg Hemphill behind the bar?",1
"I was a little iffy on this in the beginning, but it looks like that theyre going to hit it out of the park and right into Uranus.",2
Ill spoil it for you. the killer is the kid.,1
I would like to see A24 do a true musical. Might be interesting,2
"damn, this could be something like a First 9 prequel tô SOA",1
What does LFG mean,1
Ah yesAnother film for my heartCant wait to see it!,2
Ok! Lets see :thinking_face: Mother is suffering from mental illness and May these are her own delusions. Where is Child Support Services?,1
"I did not think I would be this hyped for this, but I am now!!! Solid jokes, incredible animation, and a story I can actually get behind! I cannot wait!! :red_heart::red_heart:",2
Hope this wont have political elements... nowadays thats almost the only thing that can go wrong,0
prometheus soundtrack is what Im hearing?... İ hope this is good. İ loved Prometheus it was good too.,2
It looks too current teenage slasher horror to me. Disposable watch I guess.,0
ok. anyone?..can yall list dowm for me all the heroes at  please..,1
Why show the whole film plot in a trailer?:face_with_open_mouth::face_with_tears_of_joy:,0
Looks dope finally something original on the big screen,2
Omg this movie looks :fire::fire::fire:. Glad theyre keeping the humor from the first two movies,2
These movies are getting more and more demonic its crazy that devil is a liar why would anyone want to be entertained by evil movies like this your feeding your spirit evil and thats what you want in your life thats crazy,0
Whats up with that annoying trailer music,0
"Hes come so far in his career as an actor. Looking forward for his performance in this and future projects! Cant believe hes the same guy who played Mr Tumnus, Prof X and The Beast in Split!",2
what a true American hero Austin Butler is. He was able to get over his debilitating Elvis impersonation speech impediment,2
If Lee Pace would have played James role we could have gotten a Halt and Catch Fire Reunion,1
"So glad Colman is getting his shots in as a leading actor in projects now. He is such a force!  I cant wait to be in the theaters smiling, sobbing, cheering, etc to this",2
This looks quality.,2
It looks bad!,0
Tom Hardy :red_heart:,2
I feel old. Josh Hartnett playing the dad of a teenager. Im fine.,1
This happened to my buddy,1
"Jesus Hollywood, please stop.",0
How many times are they going to remake Alien with the same exact premise? lol,0
Colman Domingo is so brilliant. Ive been enjoying watching him since Fear The Walking Dead. :red_heart:,2
Halle Berry never disappoints. She will always be a phenomenal actress no matter what happens.,2
This feels like a Disney marvel movie,1
Why would you reveal the main plot twist of the film in the trailer,0
Awesome Trailer Cant wait to see the movie,2
I love the part where he transforms into a truck without even stepping on earth to see what one looks like. Awesome writing.,0
